TpsAltruisticFromLsfGain + IndividualEstimated_INR + -10,TpsAltruisticFromLsfGain + IndividualEstimated_INR + -12.5,TpsAltruisticFromLsfGain + IndividualEstimated_INR + -15,TpsAltruisticFromLsfGain + CumulativeIndividualEstimated_INR + -10,TpsAltruisticFromLsfGain + CumulativeIndividualEstimated_INR + -12.5,TpsAltruisticFromLsfGain + CumulativeIndividualEstimated_INR + -15,TpsRandomic + IndividualEstimated_INR + -10,TpsRandomic + IndividualEstimated_INR + -12.5,TpsRandomic + IndividualEstimated_INR + -15,TpsRandomic + CumulativeIndividualEstimated_INR + -10,TpsRandomic + CumulativeIndividualEstimated_INR + -12.5,TpsRandomic + CumulativeIndividualEstimated_INR + -15
14,14,14,14,14,13,13,12,6,5,6,7
15,12,12,13,12,12,12,10,7,10,11,11
15,15,15,15,13,11,12,9,8,8,8,7
15,15,15,15,13,11,9,10,8,9,7,5
15,15,15,15,14,13,12,10,11,9,11,9
14,14,14,14,14,13,13,10,10,9,7,6
15,13,12,12,12,10,11,10,8,7,5,8
15,12,12,12,12,11,12,11,9,9,8,5
14,14,13,13,12,10,9,9,11,9,6,6
15,15,15,15,14,13,13,11,10,11,9,8
14,14,13,14,13,13,12,11,11,11,8,6
14,14,13,13,12,10,11,10,9,8,7,8
15,15,15,15,15,13,13,11,10,11,9,6
14,14,14,13,12,10,7,6,4,8,7,5
15,14,13,13,11,10,9,6,8,6,5,3
13,11,10,11,10,8,9,9,9,7,4,5
15,14,14,14,14,13,11,13,12,11,9,9
14,12,12,12,12,12,12,9,10,10,7,6
15,14,14,14,13,12,11,7,8,10,8,4
14,14,14,14,14,14,13,11,12,11,9,6
15,14,14,14,14,13,12,11,10,11,10,9
14,13,12,13,12,11,13,11,8,10,9,8
15,15,15,15,15,14,12,11,11,12,9,4
13,13,13,13,13,12,10,11,10,11,8,6
15,15,15,15,15,14,14,13,12,11,10,8
15,15,14,14,13,12,11,10,8,10,6,7
15,15,15,13,11,10,8,7,11,8,6,5
14,13,12,13,12,12,12,9,8,10,8,7
15,15,13,14,13,13,14,12,11,12,11,6
13,12,12,12,12,12,11,9,9,9,8,5
14,14,14,14,12,11,11,8,6,8,8,5
14,13,13,13,12,11,9,11,10,9,7,7
15,15,13,14,13,12,14,9,10,9,10,9
15,15,15,15,13,11,10,9,9,10,5,6
14,14,14,14,13,12,10,9,9,9,6,6
15,14,13,14,13,12,12,9,9,10,9,9
15,14,14,14,14,13,14,11,11,12,10,9
14,10,10,10,9,8,8,7,5,7,6,5
14,14,14,14,13,12,13,11,9,10,8,7
14,14,13,14,13,12,12,11,9,9,10,8
15,15,14,15,14,13,13,10,10,12,10,7
15,15,15,15,15,12,13,15,7,9,8,5
14,14,14,14,13,12,12,9,9,10,6,7
13,12,12,12,11,10,10,10,10,8,7,5
13,12,12,13,12,12,10,11,10,12,9,9
15,15,15,15,14,13,13,12,12,12,10,8
14,13,13,13,13,12,13,11,7,8,6,6
14,14,13,14,13,12,12,10,10,8,8,7
14,14,13,13,12,10,9,10,7,9,8,7
13,13,12,13,12,10,12,9,7,6,9,6
15,15,15,15,14,13,13,12,12,12,9,7
14,13,13,12,10,9,11,8,8,7,7,5
14,13,11,12,11,11,9,9,8,8,8,9
14,14,14,14,13,11,12,13,10,11,8,7
14,14,13,13,12,10,10,10,9,9,7,6
15,15,14,15,14,13,14,15,11,13,8,9
15,14,14,14,14,13,11,12,11,10,10,5
15,15,15,15,15,14,14,9,10,11,12,7
14,13,13,13,13,12,12,11,7,8,8,5
14,14,14,14,14,12,11,10,8,11,9,6
13,13,13,13,12,12,11,9,9,8,10,4
15,14,12,13,12,12,10,10,11,8,9,7
13,12,12,12,10,7,7,6,5,5,5,4
15,14,14,14,13,11,13,6,6,9,7,8
15,14,14,14,14,12,12,11,6,7,8,7
15,14,14,14,13,12,13,12,8,10,8,9
15,14,14,14,14,13,12,10,12,11,10,5
13,13,11,13,11,11,11,12,9,9,8,6
15,15,15,15,14,12,12,12,9,8,10,7
14,13,11,12,11,10,11,9,8,9,7,8
15,15,15,15,15,14,11,12,14,10,10,8
14,14,14,14,14,13,12,12,11,10,11,9
15,15,15,15,14,11,12,9,7,8,5,4
14,14,11,12,11,10,11,8,9,7,6,6
14,13,13,13,11,10,10,10,6,10,5,5
15,15,15,15,15,15,13,13,14,14,12,9
14,13,12,13,12,12,10,11,8,10,9,9
13,13,12,12,10,9,10,9,6,8,6,5
15,15,15,15,14,12,9,12,12,10,9,9
14,13,13,13,11,10,9,9,7,7,7,9
15,14,14,14,13,12,12,11,10,10,10,8
15,15,14,14,12,10,12,11,10,8,6,5
14,14,14,14,13,11,11,11,9,9,8,8
14,13,12,13,12,11,11,11,8,11,9,8
15,15,15,15,15,15,14,10,12,12,8,7
15,14,13,14,13,12,11,11,9,10,11,8
15,15,14,14,13,12,11,10,11,9,9,9
14,14,14,14,14,13,14,10,10,12,8,8
14,13,12,13,12,12,13,11,11,9,9,10
14,12,12,13,12,12,11,10,12,10,9,4
15,15,15,15,15,14,13,13,11,12,11,9
15,13,11,12,10,9,9,6,8,7,7,4
14,14,14,14,13,11,13,10,9,11,10,8
13,13,12,13,12,11,11,10,9,9,8,8
15,15,14,14,14,12,15,14,10,8,9,8
15,15,15,14,13,12,13,13,11,10,9,7
15,15,15,15,14,13,13,14,10,11,8,6
14,14,14,14,14,12,9,11,10,8,8,8
15,15,14,15,14,13,12,11,9,10,9,9
14,14,14,14,13,10,11,10,9,9,6,8
15,14,14,14,13,11,9,9,11,9,9,7
14,14,14,14,13,10,10,11,7,10,9,6
14,14,14,14,14,12,11,8,9,9,9,7
15,15,15,15,13,10,10,9,9,10,7,9
14,13,11,12,11,10,9,8,9,9,6,6
13,13,13,13,13,10,9,9,9,9,8,5
15,15,14,13,12,10,10,11,10,10,9,8
15,15,14,15,14,12,13,10,8,12,10,7
14,13,13,13,12,9,8,9,9,5,3,5
15,14,14,14,13,12,12,10,11,10,11,7
14,13,12,13,12,11,11,10,9,8,9,8
15,14,13,14,13,13,12,11,6,10,9,7
14,14,14,14,13,12,12,11,10,10,7,6
15,14,14,14,13,12,10,11,7,9,9,7
14,14,14,14,14,13,13,11,9,11,7,7
15,15,15,15,15,14,12,10,10,8,10,10
14,14,14,14,13,12,11,12,11,9,8,5
14,14,14,14,12,11,13,8,8,10,5,6
14,14,12,13,12,11,10,11,7,10,7,5
15,14,14,14,14,12,14,13,12,10,11,5
15,14,14,14,14,12,13,12,11,10,7,7
13,12,9,10,9,8,10,7,6,6,5,5
15,15,14,14,13,12,10,9,9,10,7,8
15,15,14,14,12,10,9,9,10,9,6,7
15,15,15,15,15,14,13,12,11,11,10,9
15,15,13,14,13,12,11,13,9,10,9,7
14,14,13,13,12,11,9,11,9,9,7,5
13,13,13,13,12,11,8,8,8,10,6,5
14,14,13,14,13,12,11,9,9,8,5,8
15,15,15,15,14,11,11,9,9,8,7,6
14,14,14,14,14,13,13,12,12,11,10,9
14,14,12,13,12,11,13,9,11,9,8,5
13,13,13,13,13,12,12,12,9,11,9,10
15,14,14,14,14,13,11,10,10,11,9,9
15,14,14,14,13,12,11,11,10,11,7,9
14,14,13,14,13,12,11,10,10,10,7,8
15,14,14,14,14,13,13,9,8,9,7,7
14,13,13,13,12,11,10,9,8,9,6,6
12,11,11,12,11,11,11,9,9,10,8,8
15,15,14,15,14,13,13,14,12,12,10,7
15,15,15,15,15,14,12,13,11,10,10,7
15,14,13,13,12,10,9,8,9,8,7,6
13,13,12,12,11,10,11,8,7,7,6,7
15,14,14,14,12,11,13,9,7,8,8,7
15,15,15,14,13,11,11,10,12,9,6,6
15,15,14,14,14,13,13,10,11,12,9,7
13,12,11,11,11,9,8,7,7,9,8,5
15,15,15,15,15,15,14,13,11,8,10,8
11,11,11,11,10,8,9,8,7,7,5,6
15,15,14,15,14,13,11,11,9,10,9,9
15,14,13,12,10,9,9,11,8,9,8,5
14,13,13,13,11,10,7,10,11,6,7,6
14,14,12,13,12,12,13,10,8,6,8,5
13,13,12,12,11,10,11,9,9,8,6,4
13,13,13,13,13,12,11,11,8,9,10,6
15,15,14,14,14,12,12,9,6,8,8,6
13,13,13,13,12,10,11,9,8,8,8,6
14,14,12,14,12,12,11,11,9,9,9,8
15,15,14,14,13,11,11,11,9,9,7,5
13,12,11,12,11,10,10,8,6,9,8,6
15,14,14,14,12,10,11,9,10,9,5,6
14,14,13,13,11,9,9,8,5,8,5,6
14,14,13,12,10,9,12,11,8,7,7,6
15,15,14,15,13,13,14,11,10,10,7,7
14,14,14,14,13,13,11,13,11,12,9,10
15,15,13,13,12,10,9,11,8,6,7,4
15,15,15,15,13,12,11,10,10,10,9,6
15,15,15,15,14,14,13,11,13,7,8,7
15,13,13,13,13,12,11,11,8,10,9,8
13,13,12,13,12,12,10,10,7,9,5,6
